r_arcsec,x_over_rc,kappa_glafic_raw,kappa_glafic_denoised,kappa_shape_dimless,kappa_glafic_norm,kappa_shape_norm
1.695095866709417087e-01,1.695095866709417087e-01,1.273734321233334962e-04,1.273734321233334962e-04,7.844928385133371762e-01,9.690080736059499822e-01,9.690080677474477433e-01
1.769811406492136918e-01,1.769811406492136918e-01,1.270178342647055973e-04,1.270178342647055973e-04,7.823027096599779462e-01,9.663028218888275456e-01,9.663028135703243260e-01
1.847820218351475252e-01,1.847820218351475252e-01,1.266322829887588130e-04,1.266322829887588130e-04,7.799280969342425873e-01,9.633696960952180532e-01,9.633696843229320184e-01
1.929267461393582295e-01,1.929267461393582295e-01,1.262144516924611931e-04,1.262144516924611931e-04,7.773546704703566679e-01,9.601909963242517554e-01,9.601909797091513488e-01
2.014304692970982358e-01,2.014304692970982358e-01,1.257618684720820685e-04,1.257618684720820685e-04,7.745672053700694004e-01,9.567479172832371592e-01,9.567478938858804405e-01
2.103090150701082128e-01,2.103090150701082128e-01,1.252719135641971787e-04,1.252719135641971787e-04,7.715495658932605139e-01,9.530205288198124736e-01,9.530204959352217564e-01
2.195789046915362919e-01,2.195789046915362919e-01,1.247418181188935846e-04,1.247418181188935846e-04,7.682846978351901557e-01,9.489877665889607794e-01,9.489877204488368356e-01
2.292573876087147244e-01,2.292573876087147244e-01,1.241686646125913552e-04,1.241686646125913552e-04,7.647546309769961415e-01,9.446274351935984859e-01,9.446273705548081656e-01
2.393624735809983528e-01,2.393624735809983528e-01,1.235493772921809560e-04,1.235493772921809560e-04,7.609404937260269008e-01,9.399161354872483942e-01,9.399161360014255395e-01
2.499129661923979451e-01,2.499129661923979451e-01,1.228807700365915274e-04,1.228807700365915274e-04,7.568225422919180323e-01,9.348296286864397064e-01,9.348296291955692228e-01
2.609284978413621836e-01,2.609284978413621836e-01,1.221594945036597480e-04,1.221594945036597480e-04,7.523802069637829382e-01,9.293424418920337438e-01,9.293424423644439658e-01
2.724295662728230538e-01,2.724295662728230538e-01,1.213820875539729804e-04,1.213820875539729804e-04,7.475921582514151176e-01,9.234282288715788267e-01,9.234282292534045089e-01
2.844375727204819793e-01,2.844375727204819793e-01,1.205449771279039968e-04,1.205449771279039968e-04,7.424363958138645581e-01,9.170598147695302460e-01,9.170598149708172331e-01
2.969748617303079041e-01,2.969748617303079041e-01,1.196445008770447775e-04,1.196445008770447775e-04,7.368903632035996853e-01,9.102093378480313746e-01,9.102093377204175662e-01
3.100647627393596784e-01,3.100647627393596784e-01,1.186769294839048013e-04,1.186769294839048013e-04,7.309310914816544713e-01,9.028484268942074120e-01,9.028484261951991163e-01
3.237316334872924473e-01,3.237316334872924473e-01,1.176384951540168969e-04,1.176384951540168969e-04,7.245353746833028685e-01,8.949484179771467485e-01,8.949484163131774528e-01
3.380009053413373654e-01,3.380009053413373654e-01,1.165254257311345090e-04,1.165254257311345090e-04,7.176799799064662588e-01,8.864806139831977738e-01,8.864806107192638729e-01
3.528991306190913391e-01,3.528991306190913391e-01,1.153339848265505930e-04,1.153339848265505930e-04,7.103418944257443579e-01,8.774165899043906425e-01,8.774165840213081768e-01
3.684540319971724709e-01,3.684540319971724709e-01,1.140605182627024228e-04,1.140605182627024228e-04,7.024986116724658558e-01,8.677285461635166897e-01,8.677285360335736941e-01
3.846945540976892119e-01,3.846945540976892119e-01,1.127015070043393133e-04,1.127015070043393133e-04,6.941284571353977251e-01,8.573897112940902510e-01,8.573896943303372931e-01
4.016509173485050543e-01,4.016509173485050543e-01,1.112536265835138206e-04,1.112536265835138206e-04,6.852109542018489652e-01,8.463747940228231181e-01,8.463747661339936501e-01
4.193546742175336406e-01,4.193546742175336406e-01,1.097138128146086540e-04,1.097138128146086540e-04,6.757272286561304409e-01,8.346604832042691102e-01,8.346604379528478335e-01
4.378387679256928733e-01,4.378387679256928733e-01,1.080793333415871820e-04,1.080793333415871820e-04,6.656604489747873776e-01,8.222259921247839776e-01,8.222259194351982936e-01
4.571375937477825113e-01,4.571375937477825113e-01,1.063478642633474021e-04,1.063478642633474021e-04,6.549962977146364107e-01,8.090536414387412556e-01,8.090535256293500677e-01
4.772870630153487337e-01,4.772870630153487337e-01,1.045175502788804617e-04,1.045175502788804617e-04,6.437234672106827427e-01,7.951293167297627251e-01,7.951292892712702454e-01
4.983246699406294611e-01,4.983246699406294611e-01,1.025871581993209245e-04,1.025871581993209245e-04,6.318341705419109333e-01,7.804436363713428415e-01,7.804435919311704106e-01
5.202895613859361834e-01,5.202895613859361834e-01,1.005560663593106424e-04,1.005560663593106424e-04,6.193246563686083395e-01,7.649918709725789245e-01,7.649917999422175541e-01
5.432226097082878402e-01,5.432226097082878402e-01,9.842440358071063078e-05,9.842440358071063078e-05,6.061957139110567550e-01,7.487750005606343962e-01,7.487748881518325739e-01
5.671664888148553185e-01,5.671664888148553185e-01,9.619311406577714710e-05,9.619311406577714710e-05,5.924531521723063188e-01,7.318002082630594707e-01,7.318000318591958431e-01
5.921657535707388620e-01,5.921657535707388620e-01,9.386402831242627752e-05,9.386402831242627752e-05,5.781082356797848654e-01,7.140814198038439864e-01,7.140811450446792330e-01
6.182669227068342543e-01,6.182669227068342543e-01,9.143992395377258478e-05,9.143992395377258478e-05,5.631780577220258932e-01,6.956397663472241311e-01,6.956393413930482827e-01
6.455185653820753044e-01,6.455185653820753044e-01,8.892457336812144568e-05,8.892457336812144568e-05,5.476858314833381591e-01,6.765039466961895176e-01,6.765032939039393733e-01
6.739713915611131867e-01,6.739713915611131867e-01,8.632277496883758797e-05,8.632277496883758797e-05,5.316610798143966976e-01,6.567104653337662024e-01,6.567094692971011671e-01
7.036783463756238755e-01,7.036783463756238755e-01,8.364036532063130898e-05,8.364036532063130898e-05,5.151397057717459482e-01,6.363037245990614821e-01,6.363022151430153261e-01
7.346947086448148978e-01,7.346947086448148978e-01,8.088420965542654430e-05,8.088420965542654430e-05,4.981639286109370568e-01,6.153359525356364435e-01,6.153336808014147064e-01
7.670781937384726357e-01,7.670781937384726357e-01,7.806216898017570344e-05,7.806216898017570344e-05,4.807820736478322088e-01,5.938669526604144489e-01,5.938635578572927232e-01
8.008890609739536259e-01,8.008890609739536259e-01,7.518240517119092266e-05,7.518240517119092266e-05,4.630482092392107507e-01,5.719588173886689386e-01,5.719586317181850621e-01
8.361902257469560062e-01,8.361902257469560062e-01,7.225555313861193208e-05,7.225555313861193208e-05,4.450216299033459832e-01,5.496924530257079056e-01,5.496921431630503729e-01
8.730473766047426309e-01,8.730473766047426309e-01,6.929155252940780402e-05,6.929155252940780402e-05,4.267661910275481474e-01,5.271434765820904866e-01,5.271429665708949885e-01
9.115290974796448342e-01,9.115290974796448342e-01,6.630138713616965317e-05,6.630138713616965317e-05,4.083495073267811581e-01,5.043954485266064491e-01,5.043946198542885728e-01
9.517069953103177715e-01,9.517069953103177715e-01,6.329650472176266002e-05,6.329650472176266002e-05,3.898420337941393421e-01,4.815354590354108955e-01,4.815341292464480061e-01
9.936558332882183819e-01,9.936558332882183819e-01,6.028842034884969773e-05,6.028842034884969773e-05,3.713160538598777038e-01,4.586511102756307134e-01,4.586507794720298126e-01
1.037453669977241422e+00,1.037453669977241422e+00,5.728934765160156433e-05,5.728934765160156433e-05,3.528446044043150320e-01,4.358353188776988296e-01,4.358347859196232688e-01
1.083182004565413026e+00,1.083182004565413026e+00,5.431094501987154724e-05,5.431094501987154724e-05,3.345003707644376711e-01,4.131767773868718074e-01,4.131759297503669881e-01
1.130925928518894397e+00,1.130925928518894397e+00,5.136478571303634540e-05,5.136478571303634540e-05,3.163545866491057068e-01,3.907635307084882381e-01,3.907621990696869552e-01
1.180774283920522860e+00,1.180774283920522860e+00,4.846203847039539872e-05,4.846203847039539872e-05,2.984759737817228586e-01,3.686805463147496686e-01,3.686784791705246533e-01
1.232819828787515171e+00,1.232819828787515171e+00,4.561330839677942570e-05,4.561330839677942570e-05,2.809297541220964756e-01,3.470085037636385650e-01,3.470053324266136330e-01
1.287159409675944888e+00,1.287159409675944888e+00,4.282849474185087115e-05,4.282849474185087115e-05,2.637767638329793773e-01,3.258227127385451283e-01,3.258179038611130895e-01
1.343894141893207328e+00,1.343894141893207328e+00,4.011666954343526834e-05,4.011666954343526834e-05,2.470726930388615628e-01,3.051921898134162814e-01,3.051849820942313385e-01
1.403129597653774319e+00,1.403129597653774319e+00,3.748468554329236971e-05,3.748468554329236971e-05,2.308674692661089323e-01,2.851690680114487564e-01,2.851682377665097912e-01
1.464976002528399990e+00,1.464976002528399990e+00,3.494169654576810221e-05,3.494169654576810221e-05,2.152047957073446871e-01,2.658229859548225660e-01,2.658216532015071909e-01
1.529548440552287891e+00,1.529548440552287891e+00,3.249287000033415770e-05,3.249287000033415770e-05,2.001218485877874487e-01,2.471932556113048407e-01,2.471911485917310802e-01
1.596967068373926990e+00,1.596967068373926990e+00,3.014281469432647338e-05,3.014281469432647338e-05,1.856491313669484666e-01,2.293149388620399631e-01,2.293144019081066742e-01
1.667357338843061809e+00,1.667357338843061809e+00,2.789595640570497490e-05,2.789595640570497490e-05,1.718104776601220574e-01,2.122217053232395567e-01,2.122208525086115016e-01
1.740850234453840795e+00,1.740850234453840795e+00,2.575487830128414361e-05,2.575487830128414361e-05,1.586231898929726936e-01,1.959332067343360906e-01,1.959318724048655092e-01
1.817582511077575402e+00,1.817582511077575402e+00,2.372138117491421548e-05,2.372138117491421548e-05,1.460982969866822523e-01,1.804631428422131256e-01,1.804610845556506582e-01
1.897696952438593154e+00,1.897696952438593154e+00,2.179630927897138331e-05,2.179630927897138331e-05,1.342409118820609981e-01,1.658179363941818529e-01,1.658148044818382738e-01
1.981342635806764285e+00,1.981342635806764285e+00,1.997962253162064708e-05,1.997962253162064708e-05,1.230506684238850540e-01,1.519972824630602681e-01,1.519925799073226225e-01
2.068675209401081183e+00,2.068675209401081183e+00,1.826964355805834976e-05,1.826964355805834976e-05,1.125222169381418641e-01,1.389884202265944113e-01,1.389878028976223312e-01
2.159857182020466837e+00,2.159857182020466837e+00,1.666611015638706311e-05,1.666611015638706311e-05,1.026457585844905568e-01,1.267893549536123765e-01,1.267883698937516679e-01
2.255058225440809583e+00,2.255058225440809583e+00,1.516623908086270903e-05,1.516623908086270903e-05,9.340760006004782123e-02,1.153789127811517407e-01,1.153773668841140271e-01
2.354455490140856533e+00,2.354455490140856533e+00,1.376727701433826699e-05,1.376727701433826699e-05,8.479071226215899315e-02,1.047361475315034540e-01,1.047337594665469357e-01
2.458233934944546561e+00,2.458233934944546561e+00,1.246562718199455130e-05,1.246562718199455130e-05,7.677527888633911557e-02,9.483369632544984273e-02,9.483307047825660641e-02
2.566586671193103797e+00,2.566586671193103797e+00,1.125832474585629582e-05,1.125832474585629582e-05,6.933922345959944722e-02,8.564900381618839598e-02,8.564803098907149137e-02
2.679715322087395268e+00,2.679715322087395268e+00,1.014124395214681175e-05,1.014124395214681175e-05,6.245870583539873261e-02,7.715068285608028820e-02,7.714919357359692476e-02
2.797830397869189412e+00,2.797830397869189412e+00,9.110311725431813069e-06,9.110311725431813069e-06,5.610858158351569869e-02,6.930774705405136349e-02,6.930549975105762539e-02
2.921151687539429442e+00,2.921151687539429442e+00,8.161314442373487937e-06,8.161314442373487937e-06,5.026281990838058628e-02,6.208814078464340580e-02,6.208479619935980409e-02
3.049908667842496701e+00,3.049908667842496701e+00,7.289376279852017806e-06,7.289376279852017806e-06,4.489487766610136821e-02,5.545477066119156723e-02,5.545429674212039306e-02
3.184340930277430814e+00,3.184340930277430814e+00,6.489793452409452830e-06,6.489793452409452830e-06,3.997802869408001447e-02,4.937185209338308678e-02,4.938098913766424819e-02
3.324698626930744361e+00,3.324698626930744361e+00,5.760487231949956028e-06,5.760487231949956028e-06,3.548564901046105668e-02,4.382357091750957445e-02,4.383198735829683945e-02
3.471242935960427545e+00,3.471242935960427545e+00,5.095823357801722092e-06,5.095823357801722092e-06,3.139145949356394322e-02,3.876706384576630166e-02,3.877483134871666931e-02
3.624246547597276713e+00,3.624246547597276713e+00,4.491625147291851308e-06,4.491625147291851308e-06,2.766972843585272651e-02,3.417055628306336218e-02,3.417773722132764341e-02
3.783994171567983233e+00,3.783994171567983233e+00,3.943831503165965807e-06,3.943831503165965807e-06,2.429543691249098566e-02,3.000315296371158791e-02,3.000980152000796292e-02
3.950783066884092865e+00,3.950783066884092865e+00,3.448518256575709069e-06,3.448518256575709069e-06,2.124441024469535949e-02,2.623500032066123852e-02,2.624116360406564957e-02
4.124923594982780273e+00,4.124923594982780273e+00,3.001914572310440044e-06,3.001914572310440044e-06,1.849341900753187842e-02,2.283741129019394717e-02,2.284313041339219863e-02
4.306739797248615886e+00,4.306739797248615886e+00,2.600414980215096648e-06,2.600414980215096648e-06,1.602025306404904550e-02,1.978295684232159179e-02,1.978826791566099669e-02
4.496569997991069378e+00,4.496569997991069378e+00,2.240728613909649778e-06,2.240728613909649778e-06,1.380377203368187561e-02,1.704660133155478860e-02,1.705046344506168030e-02
4.694767433999734507e+00,4.694767433999734507e+00,1.919178977679226038e-06,1.919178977679226038e-06,1.182393545028816335e-02,1.460037539276846930e-02,1.460496295360316776e-02
4.901700911848721809e+00,4.901700911848721809e+00,1.633116352788167232e-06,1.633116352788167232e-06,1.006181565772160634e-02,1.242412098511506448e-02,1.242838693976690626e-02
5.117755494173425568e+00,5.117755494173425568e+00,1.379507267388111643e-06,1.379507267388111643e-06,8.499596248341486152e-03,1.049476062168762727e-02,1.049872851974902564e-02
5.343333216196569424e+00,5.343333216196569424e+00,1.155637471943287735e-06,1.155637471943287735e-06,7.120558588380704323e-03,8.791645336135018099e-03,8.795336783551753815e-03
5.578853833836951992e+00,5.578853833836951992e+00,9.589671710105075216e-07,9.589671710105075216e-07,5.909058706272615064e-03,7.295453341733507298e-03,7.298888247370678532e-03
5.824755604792946961e+00,5.824755604792946961e+00,7.870761291152521380e-07,7.870761291152521380e-07,4.850496555474914477e-03,5.987772418008689874e-03,5.991348886936320901e-03
6.081496104054119556e+00,6.081496104054119556e+00,6.378673994840897799e-07,6.378673994840897799e-07,3.931279409012701509e-03,4.852649800561395499e-03,4.855928922336442272e-03
6.349553075358629783e+00,6.349553075358629783e+00,5.092306376863289818e-07,5.092306376863289818e-07,3.138780903714300744e-03,3.874030800769828579e-03,3.877032229324900089e-03
6.629425320180630798e+00,6.629425320180630798e+00,3.894699643955738439e-07,3.894699643955738439e-07,2.461297030997581549e-03,2.962937667887471579e-03,3.040201978999899565e-03
6.921633625902040343e+00,6.921633625902040343e+00,3.062571061200906121e-07,3.062571061200906121e-07,1.888000169744738586e-03,2.329886252434565635e-03,2.332063859063640641e-03
7.226721734895795279e+00,7.226721734895795279e+00,2.284987249355305706e-07,2.284987249355305706e-07,1.408892075886452417e-03,1.738330400462161866e-03,1.740268006406041172e-03
7.545257356323755715e+00,7.545257356323755715e+00,1.645348894348062631e-07,1.645348894348062631e-07,1.014756582606252643e-03,1.251718145569091691e-03,1.253430582245615909e-03
7.877833222532225399e+00,7.877833222532225399e+00,1.129887065057717628e-07,1.129887065057717628e-07,6.971126238132100209e-04,8.595746146211371815e-04,8.610757465724242074e-04
8.225068192010583701e+00,8.225068192010583701e+00,7.257250363451645165e-08,7.257250363451645165e-08,4.481680705750094146e-04,5.521036904740912830e-04,5.535786367622889384e-04
8.587608400965685007e+00,8.587608400965685007e+00,4.216256770759824413e-08,4.216256770759824413e-08,2.607747641707068771e-04,3.207565960306398315e-04,3.221098242594817428e-04
8.966128465654614743e+00,8.966128465654614743e+00,2.068189511813371559e-08,2.068189511813371559e-08,1.283850388092442956e-04,1.573399021511626584e-04,1.585816112993259155e-04
9.361332737713304653e+00,9.361332737713304653e+00,7.158209792378603689e-09,7.158209792378603689e-09,4.500995031572581286e-05,5.445690648159403312e-05,5.559643484764404580e-05
9.773956614816896149e+00,9.773956614816896149e+00,7.034627371815733207e-10,7.034627371815733207e-10,5.179362685274894349e-06,5.351673896561445739e-06,6.397565384194558554e-06
1.020476790911057208e+01,1.020476790911057208e+01,-5.548733522468400929e-10,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.065456827595748024e+01,1.065456827595748024e+01,4.507909248272467791e-10,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.112419470566221769e+01,1.112419470566221769e+01,-1.215307478464589371e-09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.161452108094571578e+01,1.161452108094571578e+01,-1.088375045995318381e-12,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.212645980306956162e+01,1.212645980306956162e+01,3.176662709795472091e-10,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.266096348963604612e+01,1.266096348963604612e+01,-1.570205049446748698e-10,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.321902674722266013e+01,1.321902674722266013e+01,-7.813653897225186448e-11,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.380168802215001378e+01,1.380168802215001378e+01,-5.436962981110658147e-11,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.441003153282675164e+01,1.441003153282675164e+01,5.338535405342005017e-11,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.504518928726762539e+01,1.504518928726762539e+01,-1.577986724404273247e-10,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.570834318953842157e+01,1.570834318953842157e+01,-1.994371405314324873e-10,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.640072723904761887e+01,1.640072723904761887e+01,3.477811703809127980e-11,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.712362982677757728e+01,1.712362982677757728e+01,3.670022516881903975e-11,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.787839613272748807e+01,1.787839613272748807e+01,-6.293814793708891586e-11,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.866643062902952366e+01,1.866643062902952366e+01,-1.378039309857949883e-10,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.948919969339637959e+01,1.948919969339637959e+01,-6.315991975399449273e-11,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.034823433776256962e+01,2.034823433776256962e+01,-5.261572545932765796e-11,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.124513305719759160e+01,2.124513305719759160e+01,-2.044172500920333097e-11,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.218156480439170153e+01,2.218156480439170153e+01,-1.556886223192336589e-10,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.315927209524996755e+01,2.315927209524996755e+01,-1.040166759958894684e-10,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.418007425137261279e+01,2.418007425137261279e+01,9.595621053962328644e-11,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.524587078545574670e+01,2.524587078545574670e+01,-3.731192662591235578e-11,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.635864493591237689e+01,2.635864493591237689e+01,-2.216388765397608571e-10,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.752046735729011928e+01,2.752046735729011928e+01,-9.628937439321389933e-11,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.873349997335349926e+01,2.873349997335349926e+01,-4.514330651249132332e-11,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.999999999999999645e+01,2.999999999999999645e+01,2.113810108758038393e-12,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
